name,lon,lat
芥屋購買店バス停,130.11245625057484,33.590844567364215
芥屋バス停,130.11059320593608,33.58926343439304
九大工学部バス停,130.217097799322,33.5969800278428
九大理学部バス停,130.21946958069748,33.597471520793256
九大ビッグオレンジバス停,130.22351117577568,33.59819073331972
泊北口バス停,130.21517145253063,33.58489982611796
桂木（泊経由）バス停,130.21083088472824,33.5837122656086
泊一区バス停,130.20933555320244,33.577086802264745
泊二区バス停,130.2043092571438,33.575706745865766
馬場バス停,130.2036435091029,33.58730838600686
松隈バス停,130.19980469306347,33.58659307602201
町頭バス停,130.2013477843991,33.58123194918029
油比バス停,130.20017297685058,33.579091263771964
大塚バス停,130.21530722513785,33.578799903175074
泊東口バス停,130.21339414592364,33.57471230979858
志登バス停,130.21878075816994,33.57219405413996
東風小学校入口バス停,130.22075232062616,33.56772869290294
東風小学校東バス停,130.22056791549153,33.56737879946124
産の宮北バス停,130.22422032458303,33.56577402619643
交流プラザ二丈館前バス停,130.14545432869454,33.5172815681311
上深江バス停,130.15770449062677,33.517130606189575
JA西部支店前バス停,130.16462204326603,33.51598507729463
波呂バス停,130.16963971998757,33.51779941838777
武公民館前バス停,130.16681990300742,33.52872392654331
きららの湯バス停,130.13937096976906,33.52025895122297
片山バス停,130.13949440234921,33.52233141359308
松末稲荷前バス停,130.14828495814777,33.52867906279847
松末バス停,130.15408373988953,33.533670292491095
浜窪バス停,130.1564394528474,33.535487685495404
一貴山駅入口バス停,130.16751930064981,33.53504710019885
五反田バス停,130.1704146340577,33.53868069125409
加布里駅前バス停,130.17421272163233,33.544551591752764
イオン志摩店バス停,130.18577725890236,33.58065279183487
交流プラザ志摩館前バス停,130.18359465030903,33.583266615558074
飯氏北バス停,130.24314845166668,33.56996099151975
千里バス停,130.24317110828394,33.564031950657345
筑前高校入口バス停,130.24340756729123,33.56228051240037
宇田川原バス停,130.24456878835417,33.559269240296814
下高来寺バス停,130.2458208269477,33.55728551455401
高来寺バス停,130.24647116440803,33.555282146809034
染井バス停,130.24789436229832,33.54920040130983
大門バス停,130.24967048095493,33.54465339860373
高祖バス停,130.2540058699276,33.54190594268109
高祖作出バス停,130.25773950487633,33.536021022066194
末永バス停,130.2605537728457,33.5331034013199
上末永バス停,130.26369195739312,33.528126411261645
王丸バス停,130.26726518963653,33.524569110674754
王丸上バス停,130.26930393602856,33.522244806735806
王丸分校前バス停,130.2717437688366,33.52008277457928
川原バス停,130.27243050579068,33.51783876173888
雷山の森バス停,130.26767906001214,33.513296509749004
井田バス停,130.2338404128759,33.54638896713693
三雲橋バス停,130.23858138672142,33.53985496700031
三雲宮前バス停,130.24200522652893,33.5373320825222
伊都国歴史博物館バス停,130.250890434526,33.537638025929205
下町バス停,130.2425514466987,33.53242766546596
井原バス停,130.24318305813676,33.526899841755686
瑞梅寺バス停,130.2417708122034,33.51578993451912
辰ヶ橋バス停,130.24790812509593,33.50895105928493
瑞梅寺ダムバス停,130.24907045175178,33.50434925432175
井原山入口バス停,130.2482226435411,33.49853568592711
波多江バス停,130.22731482308222,33.559839005167866
JA伊都菜彩前バス停,130.22918000706988,33.55573870610911
中町バス停,130.2310776159993,33.55203272361452
笹山バス停,130.2025185422275,33.55507601347628
前原中学校前バス停,130.20748396913984,33.55201378284567
有田中央バス停,130.21255748255135,33.547713120584234
伏龍団地バス停,130.20364718420387,33.55281515584462
多久入口バス停,130.20403610451103,33.54949797708705
有田団地前バス停,130.2073227650029,33.548400305385776
上鑵子バス停,130.2100559359891,33.54807324281038
有田中央公民館前バス停,130.21259062350816,33.54671564348251
有田バス停,130.2171383167531,33.54394595480086
曽根グラウンドバス停,130.23209797112827,33.53063619170363
曽根バス停,130.2318137512466,33.53284709907553
銭瓶塚バス停,130.23150452005552,33.535517827373326
曽根公民館バス停,130.23107324260866,33.53850836628563
三雲入口バス停,130.23084238164915,33.54063213291055
前原東中前バス停,130.22943647878333,33.545905056842635
平原古墳入口バス停,130.23049863355322,33.54348470263487
平原バス停,130.2267956436749,33.54556415081123
有田中バス停,130.22004180801173,33.54418521110386
雷山いこいの家バス停,130.21999192482872,33.54021055788518
雷山保育園前バス停,130.22007780920262,33.53821292400704
香力バス停,130.2198229993462,33.53436232461117
香力台団地バス停,130.22084746173436,33.52917280872799
夏目バス停,130.2215206961971,33.52673573665638
三坂入口バス停,130.22156092933233,33.5235987156058
三坂バス停,130.22298597524514,33.52012304932677
高野公民館バス停,130.2228339189811,33.51379399158231
雷山入口バス停,130.2226676220222,33.51042184288736
藤坂橋バス停,130.22550469916837,33.505021029429734
迎野バス停,130.22806352656858,33.50262721993857
雷山観音前バス停,130.23034212123252,33.495516933239784
多久バス停,130.19549860964867,33.54454012493134
宮地嶽入口バス停,130.19170688557483,33.541469597348
野添バス停,130.18834720172492,33.53695851523671
真方バス停,130.18727274258322,33.533707197006485
蛇石バス停,130.19182329393106,33.52428656776532
本区バス停,130.1908548275212,33.52072795063859
八反田バス停,130.19430365365918,33.512543061717295
長糸支所バス停,130.19572412431,33.51067921609845
飯原口バス停,130.19809787928818,33.50697052524642
長野バス停,130.19861286341904,33.501747653969076
別処バス停,130.19575336893047,33.49675784628151
白糸バス停,130.17896038423873,33.48801211215924
